1000 10000
588 297 0.31
494 380 0.58
425 283 0.72
243 572 0.18
351 413 0.26
651 741 0.03
122 951 0.44
82 898 0.46
765 671 0.61
290 599 0.75
829 674 0.51
593 278 0.46
204 177 0.09
118 299 0.82
216 351 0.32
929 884 0.07
652 812 0.37
711 211 0.09
606 447 0.07
843 91 0.73
436 467 0.48
795 796 0.17
670 588 0.57
892 484 0.90
930 777 0.02
52 739 0.19
681 149 0.46
93 393 0.77
283 465 0.31
235 952 0.39
182 705 0.53
22 894 0.54
630 195 0.37
282 155 0.99
819 432 0.73
69 305 0.14
641 848 0.12
252 873 0.80
400 34 0.60
701 940 0.99
120 759 0.18
266 695 0.51
943 851 0.95
620 188 0.03
303 752 0.63
309 883 0.54
650 785 0.55
214 944 0.20
610 345 0.41
978 277 0.72
941 159 0.19
979 20 0.32
67 590 0.78
253 775 0.98
79 191 0.80
872 959 0.42
797 992 0.46
82 113 0.96
689 223 0.31
832 737 0.00
654 862 0.67
110 466 0.81
93 640 0.14
572 739 0.52
257 388 0.84
8 798 0.07
704 555 0.57
353 563 0.03
81 184 0.59
279 815 0.33
250 941 0.81
825 713 0.27
831 487 0.80
318 654 0.62
216 848 0.70
586 658 0.65
447 127 0.97
929 212 0.95
177 591 0.87
968 814 0.35
719 515 0.03
759 758 0.79
560 392 0.82
545 292 0.21
285 225 0.73
363 769 0.40
588 510 0.79
219 357 0.05
312 65 0.48
522 988 0.24
959 97 0.19
411 695 0.66
13 727 0.26
160 885 0.79
644 463 0.65
38 874 0.01
209 472 0.22
716 489 0.59
496 140 0.39
204 213 0.00
919 580 0.61
32 46 0.21
604 662 0.86
18 17 0.04
881 63 0.01
735 172 0.20
5 277 0.69
498 585 0.23
598 124 0.51
229 759 0.72
179 478 0.49
610 838 0.82
298 432 1.00
744 640 0.49
230 959 0.12
530 7 0.77
40 775 0.86
754 489 0.16
844 363 0.19
35 524 0.98
14 319 0.32
828 215 0.78
376 270 0.92
729 270 0.38
303 807 0.23
399 932 0.80
201 997 0.62
952 555 0.00
32 601 0.97
606 983 0.85
629 414 0.80
45 957 0.31
943 996 0.13
657 315 0.36
162 635 0.82
70 272 0.73
529 769 0.60
489 220 0.33
931 949 0.78
895 332 0.50
1 168 0.21
519 746 0.09
483 826 0.68
987 506 0.62
141 588 0.46
54 983 0.22
241 764 0.25
438 54 0.70
847 158 0.47
81 779 0.20
7 39 0.02
653 497 0.79
110 494 0.04
988 960 1.00
861 334 0.62
183 358 0.25
133 605 0.66
336 359 0.64
870 484 0.47
488 162 0.69
452 261 0.99
271 707 0.15
509 852 0.27
20 65 0.95
134 57 0.12
300 337 0.74
120 429 0.64
67 102 0.23
86 710 0.76
125 164 0.57
312 383 0.36
241 431 0.07
43 241 0.48
6 7 0.77
759 549 0.07
371 796 0.36
856 892 0.34
211 839 0.25
52 321 0.06
90 188 0.76
143 170 0.41
660 0 0.29
879 124 0.65
534 553 0.55
690 811 0.04
198 686 0.58
384 698 0.06
773 176 0.54
385 663 0.84
702 366 0.78
997 338 0.32
856 922 0.52
284 387 0.86
644 419 0.56
275 192 0.44
111 452 0.53
646 337 0.89
534 779 0.53
133 162 0.45
955 802 0.67
78 695 0.25
691 584 0.27
765 583 0.78
517 204 0.07
921 979 0.22
886 997 0.91
601 891 0.44
913 343 0.30
520 463 0.11
188 325 0.53
575 299 0.33
799 871 0.19
252 604 0.22
218 604 0.73
352 582 0.70
133 469 0.11
320 228 0.96
425 815 0.31
5 555 0.06
706 680 0.83
248 390 0.69
875 291 0.15
841 407 0.69
396 152 0.52
990 240 0.66
3 6 0.71
634 70 0.48
157 965 0.32
670 934 0.22
399 952 0.07
791 86 0.49
244 865 0.19
158 561 0.28
231 37 0.46
469 656 0.60
36 85 0.09
697 885 0.99
148 623 0.85
738 347 0.49
495 912 0.44
577 735 0.30
50 889 0.84
303 537 0.67
415 51 0.98
735 634 0.76
828 328 0.48
390 375 0.23
980 371 0.56
361 485 0.27
824 907 0.21
396 732 0.99
25 62 0.62
965 370 0.21
275 578 0.19
152 183 0.38
214 565 0.47
236 833 0.41
699 187 0.35
615 327 0.33
432 886 0.71
106 341 0.33
533 48 0.08
149 327 0.68
423 424 0.46
120 457 0.93
284 594 0.91
102 745 0.18
229 105 0.76
488 444 0.61
223 476 0.94
9 174 0.91
781 824 0.10
401 436 0.27
535 777 0.35
332 68 0.94
498 860 0.38
150 957 0.90
775 458 0.90
817 720 0.71
752 519 0.56
543 975 0.04
765 619 0.54
87 579 0.04
863 418 0.25
504 703 0.48
434 278 0.16
87 560 0.57
930 627 0.26
184 273 0.32
244 641 0.36
597 131 0.15
320 337 0.55
299 576 0.53
602 299 0.49
855 719 0.88
4 171 0.53
423 675 0.06
17 32 0.63
145 491 0.42
678 223 0.91
130 321 0.79
347 973 0.52
476 451 0.20
61 183 0.52
407 943 0.60
619 885 0.25
766 996 0.97
330 136 0.23
942 403 0.38
247 733 0.78
433 129 0.92
822 933 0.65
349 109 0.39
956 59 0.30
352 319 0.94
685 403 0.51
705 509 0.39
110 874 0.91
552 88 0.83
535 113 0.44
743 242 0.23
31 182 0.69
88 408 0.19
325 405 0.53
54 893 0.76
111 644 0.19
827 191 0.48
862 708 0.35
594 862 0.37
898 239 0.24
480 450 0.34
888 447 0.17
386 315 0.51
205 767 0.02
671 998 0.09
728 680 0.61
230 18 0.69
490 231 0.74
128 878 0.84
399 547 0.12
516 721 0.55
414 484 0.60
234 224 0.17
21 78 0.66
205 289 0.85
618 10 0.63
48 100 0.40
214 593 0.75
371 950 0.19
266 54 0.38
676 765 0.91
428 486 0.47
121 780 0.66
30 438 0.78
342 356 0.62
860 481 0.98
538 621 0.44
81 398 0.38
546 48 0.61
369 395 0.26
981 644 0.42
968 529 0.56
189 465 0.97
483 236 0.46
929 922 0.64
89 165 0.46
146 484 0.52
618 992 0.65
14 151 0.68
87 615 0.39
694 565 0.91
74 642 0.14
626 471 0.47
313 542 0.75
207 610 0.14
541 158 0.32
375 296 0.54
947 859 0.71
622 859 0.69
296 295 0.26
152 779 0.48
723 625 0.34
278 378 0.33
303 925 0.92
602 702 0.18
433 451 0.73
677 160 0.45
36 824 0.44
678 251 0.70
899 250 0.81
574 312 0.51
566 908 0.32
454 490 0.33
974 717 0.13
508 871 0.99
754 823 0.25
563 807 0.95
330 398 0.22
121 259 0.99
304 301 0.70
267 435 0.15
931 920 0.04
839 515 0.23
77 472 0.61
811 702 0.97
504 484 0.04
991 853 0.61
742 421 0.71
423 274 0.79
832 529 0.39
229 463 0.33
694 139 0.64
162 24 0.21
453 759 0.82
43 263 0.03
501 975 0.94
747 543 0.83
52 511 0.52
517 531 0.18
498 51 0.36
81 89 0.02
206 832 0.52
850 796 0.98
601 674 0.80
484 98 0.92
548 555 0.15
972 783 0.97
350 655 0.42
684 155 0.53
25 562 0.36
688 350 0.83
560 393 0.85
190 212 0.61
411 537 0.82
195 382 0.15
105 508 0.18
911 348 0.29
419 870 0.01
578 293 0.40
775 509 0.28
389 66 0.60
906 380 0.50
548 777 0.70
15 56 0.08
506 363 0.32
342 221 0.59
511 766 0.97
536 832 0.90
238 802 0.35
77 672 0.81
464 683 0.32
728 488 0.03
66 147 0.15
32 47 0.09
674 978 0.32
14 115 0.95
838 541 0.69
259 264 0.37
811 343 0.10
133 367 0.69
249 436 0.19
502 6 0.62
800 36 0.87
985 104 0.56
677 354 0.82
97 632 0.30
921 784 0.91
812 827 0.86
528 990 0.43
784 616 0.16
537 800 0.15
395 550 0.18
397 140 0.17
970 222 0.62
3 45 0.72
961 817 0.33
608 586 0.00
255 57 0.95
148 741 0.28
26 249 0.04
136 537 0.81
46 252 0.13
908 239 0.20
247 645 0.48
126 302 0.34
292 132 0.22
790 143 0.35
25 263 0.95
887 981 0.38
926 991 0.68
429 29 0.70
124 859 0.19
286 446 0.52
69 54 0.50
452 834 0.51
616 776 0.05
533 615 0.22
76 982 0.48
865 63 0.28
851 124 0.28
317 680 0.12
788 523 0.37
59 81 0.07
496 789 0.15
84 516 0.77
837 450 0.18
859 694 0.14
733 145 0.83
399 539 0.71
443 367 0.79
483 650 0.46
390 426 0.85
764 521 0.75
121 633 0.22
447 303 0.89
323 981 0.85
340 989 0.06
0 272 0.41
128 197 0.08
663 571 0.23
243 10 0.90
758 767 0.48
955 377 0.01
798 209 0.01
104 851 0.54
983 79 0.93
591 442 0.61
370 10 0.32
356 73 0.39
836 307 0.89
342 428 0.15
219 467 0.45
194 239 0.09
820 847 0.85
426 42 0.91
381 748 0.51
534 776 0.76
593 460 0.83
464 760 0.78
599 338 0.44
929 834 0.30
911 86 0.05
217 976 0.45
532 281 0.72
553 622 0.50
311 874 0.19
437 731 0.43
630 588 0.12
246 325 0.10
446 267 0.25
660 581 0.31
977 591 0.11
298 258 0.99
51 198 0.51
70 806 0.77
0 664 0.67
184 485 0.80
353 498 0.12
26 392 0.30
620 336 0.61
566 810 0.92
805 418 0.96
58 793 0.16
207 376 0.53
549 941 0.09
109 614 0.28
899 50 0.43
297 356 0.54
26 170 0.45
183 784 0.86
352 276 0.28
154 22 0.77
374 741 0.51
790 171 0.01
645 764 0.50
101 520 0.99
233 384 0.60
987 571 0.46
144 511 0.26
715 616 0.34
900 974 0.43
443 173 0.35
137 842 0.78
597 516 0.49
93 805 0.80
112 658 0.37
941 119 0.31
615 96 0.09
724 889 0.57
326 693 0.08
898 298 0.80
665 77 0.68
214 586 0.10
750 616 0.16
345 649 0.72
21 410 0.41
909 763 0.34
110 378 0.58
348 443 0.87
883 54 0.72
78 212 0.28
225 672 0.16
873 12 0.57
488 46 0.94
859 33 0.22
894 666 0.87
368 964 0.91
111 148 0.15
186 317 0.74
483 277 0.38
493 180 0.33
664 416 0.74
617 128 0.27
137 480 0.45
274 187 0.40
40 757 0.31
167 132 0.19
99 338 0.05
694 703 0.61
604 569 0.34
113 114 0.88
5 74 0.72
282 705 0.97
686 979 0.65
925 361 0.84
161 708 0.47
520 285 0.07
494 576 0.59
920 535 0.01
21 816 0.55
721 396 0.76
374 234 0.46
428 982 0.56
32 87 0.94
969 922 0.34
164 636 0.12
244 642 0.02
479 293 0.08
175 92 0.02
808 423 0.84
933 128 0.01
498 737 0.85
523 880 0.21
160 378 0.86
948 451 0.70
456 513 0.62
201 834 0.98
571 664 0.18
799 632 0.37
641 842 0.20
89 693 0.85
587 146 0.41
786 373 0.30
843 364 0.50
974 758 0.35
22 195 0.89
386 103 0.95
887 639 0.39
884 743 0.37
611 873 0.90
331 545 0.71
723 803 0.97
79 903 0.11
154 106 0.61
980 178 0.58
417 756 0.98
127 907 0.85
789 404 0.60
220 255 0.49
439 31 0.11
352 431 0.65
831 777 0.89
704 180 0.42
225 151 0.45
334 371 0.44
121 358 0.48
432 471 0.38
692 669 0.68
165 571 0.23
166 844 0.18
443 201 0.34
440 945 0.38
917 417 0.98
720 777 0.49
594 238 0.10
257 13 0.21
85 905 0.36
693 714 0.65
747 276 0.06
140 589 0.17
592 610 0.14
167 868 0.24
497 994 0.29
530 808 0.48
217 547 0.49
789 953 0.74
30 439 0.32
307 718 0.92
694 974 0.66
786 721 0.46
458 878 0.01
789 810 0.21
293 943 0.62
590 143 0.32
777 786 0.78
341 947 0.74
952 264 0.20
418 444 0.45
820 775 0.55
61 677 0.05
134 435 0.31
372 858 0.04
433 774 0.15
345 210 0.05
734 596 0.65
844 12 0.28
523 545 0.29
997 506 0.79
725 383 0.92
74 643 0.62
19 254 0.27
714 627 0.98
627 962 0.24
810 174 0.40
795 798 0.46
339 650 0.25
863 167 0.90
645 368 0.93
204 992 0.47
723 624 0.71
908 998 0.00
123 656 0.24
165 923 0.34
168 113 0.80
496 302 0.13
459 690 0.02
848 531 0.06
429 790 0.18
18 751 0.68
933 390 0.60
684 780 0.71
633 972 0.35
876 208 0.63
165 765 0.78
926 992 0.91
339 198 0.69
54 687 1.00
550 736 0.40
629 41 0.19
577 646 0.26
816 506 0.89
851 99 0.05
279 474 0.75
323 730 0.48
35 174 0.24
568 959 0.07
148 407 0.42
438 185 0.21
439 144 0.03
280 775 0.43
667 949 0.52
119 892 0.25
451 318 0.18
31 58 0.94
606 682 0.57
21 240 0.22
851 321 0.29
689 46 0.83
85 941 0.10
176 71 0.64
339 405 0.04
512 737 0.88
50 608 0.71
634 563 0.92
585 493 0.88
612 946 0.80
498 334 0.46
868 516 0.13
449 946 0.74
289 809 0.69
110 323 0.35
458 928 0.51
592 590 0.03
544 801 0.28
530 780 0.19
380 989 0.71
129 881 0.44
388 986 0.79
595 930 0.77
137 350 0.59
907 302 0.39
911 302 0.87
15 357 0.94
259 847 0.77
367 822 0.21
21 692 0.51
464 511 0.05
392 364 0.25
318 494 0.96
229 817 0.16
565 951 0.52
488 501 0.45
17 897 0.22
215 866 0.32
879 203 0.92
388 248 0.57
947 619 0.73
621 640 0.93
768 374 0.44
143 118 0.51
274 131 0.38
755 454 0.91
833 400 0.08
811 313 0.83
173 800 0.21
673 440 0.40
854 121 0.21
821 864 0.63
604 656 0.85
569 255 0.19
0 526 0.72
350 200 0.21
276 683 0.52
943 317 0.94
856 333 0.70
709 783 0.27
874 974 0.79
378 17 0.13
282 987 0.84
718 998 0.79
554 143 0.70
574 330 0.24
155 200 0.66
446 985 0.92
657 142 0.37
531 405 0.03
40 152 0.33
719 504 0.93
222 160 0.84
735 989 0.35
870 636 0.97
411 275 0.99
788 839 0.98
829 249 0.48
813 660 0.61
903 534 0.62
559 464 0.03
294 620 0.45
875 103 0.36
426 915 0.22
957 661 0.16
960 231 0.66
62 875 0.32
600 142 0.05
163 432 0.16
755 554 0.70
150 158 0.28
79 236 0.63
81 623 0.31
577 610 0.33
410 379 0.35
893 648 0.02
140 928 0.37
766 366 0.08
35 74 0.30
428 107 0.97
429 318 0.54
339 448 0.51
162 347 0.93
846 433 0.07
64 633 0.00
286 232 0.39
608 102 0.22
71 926 0.01
58 11 0.55
650 375 0.60
206 899 0.29
742 209 0.31
779 89 0.26
983 217 0.87
254 911 0.36
437 245 0.16
475 942 0.87
665 402 0.87
850 878 0.02
775 173 0.00
46 923 0.42
513 70 0.83
593 144 0.94
828 857 0.82
467 991 0.30
691 831 0.08
781 897 0.32
18 431 0.04
473 306 0.29
21 712 0.17
65 968 0.17
462 634 0.79
356 217 0.25
48 666 0.02
686 730 0.82
428 574 0.56
837 918 0.65
271 16 0.40
312 95 0.60
935 9 0.29
665 605 0.79
542 501 0.66
691 989 0.95
194 31 0.53
138 999 0.98
929 976 0.31
398 397 0.53
271 129 0.30
19 88 0.18
494 314 0.64
687 521 0.37
981 812 0.49
180 205 0.10
398 60 0.81
695 830 0.82
240 336 0.82
682 139 0.03
938 17 0.15
26 759 0.66
818 635 0.29
601 889 0.18
770 758 0.27
143 360 0.52
38 118 0.17
331 248 0.13
113 183 0.51
350 164 0.67
972 240 0.79
853 83 0.76
545 770 0.74
431 45 0.82
506 110 0.49
400 319 0.15
402 357 0.43
169 118 0.69
632 996 0.83
819 204 0.58
195 806 0.98
625 173 0.35
491 399 0.49
226 208 0.96
335 310 0.85
304 682 0.69
268 461 0.40
71 280 0.91
274 570 0.55
3 8 0.28
597 944 0.76
801 843 0.86
1 639 0.22
454 307 0.67
975 247 0.67
631 657 0.49
728 944 0.00
109 647 0.03
984 713 0.08
748 354 0.27
344 552 0.06
366 677 0.52
297 662 0.85
568 887 0.07
883 362 0.88
166 944 0.96
150 277 0.26
525 375 0.78
68 230 0.03
936 906 0.97
279 736 0.18
466 809 0.36
323 944 0.32
608 2 0.81
326 709 0.62
663 606 0.42
408 82 0.35
121 645 0.48
727 267 0.89
488 128 0.38
271 801 0.12
721 950 0.14
416 476 0.44
169 756 0.60
350 693 0.24
284 707 0.58
51 760 0.78
164 953 0.11
915 867 0.34
272 943 0.96
555 184 0.34
773 257 0.54
864 585 0.93
117 839 0.29
744 143 0.89
209 260 0.58
502 643 0.35
51 617 0.95
252 446 0.50
960 935 0.01
281 768 0.21
873 958 0.20
639 855 0.28
911 4 0.83
15 115 0.74
772 350 0.04
422 83 0.93
804 847 0.21
342 794 0.54
215 520 0.74
843 803 0.55
60 463 0.10
242 422 0.46
635 69 0.61
174 579 0.02
374 235 0.94
88 768 0.50
701 306 0.36
189 30 0.29
227 471 0.68
486 576 0.23
144 897 0.48
307 79 0.18
946 266 0.84
766 923 0.01
88 94 0.14
749 343 0.39
130 351 0.32
41 168 0.71
297 310 0.05
740 622 0.29
558 903 0.08
339 975 0.10
839 874 0.85
364 266 0.95
610 110 0.28
149 594 0.62
460 821 0.19
580 874 0.88
266 670 0.97
102 402 0.42
50 57 0.71
286 725 0.95
680 896 0.54
970 102 0.72
239 735 0.09
990 381 0.31
83 67 0.55
624 237 0.37
22 34 0.40
97 99 0.83
888 338 0.73
847 397 0.31
68 292 0.22
31 176 0.03
399 700 0.85
606 828 0.70
718 410 0.70
519 671 0.37
884 902 0.09
187 94 0.67
633 130 0.22
224 106 0.87
496 975 0.71
999 471 0.70
874 252 0.44
589 599 0.93
698 846 0.63
73 347 0.74
112 703 0.74
475 347 0.02
168 609 0.16
991 883 0.02
318 951 0.19
659 857 0.87
436 550 0.06
77 276 0.07
702 793 0.62
388 705 0.57
443 406 0.47
379 532 0.35
323 940 0.54
140 590 0.78
197 907 0.06
290 63 0.25
137 720 0.85
335 541 0.46
690 572 0.10
431 978 0.05
750 756 0.63
0 72 0.73
555 390 0.59
457 679 0.23
756 269 0.21
993 597 0.98
78 305 0.03
472 656 0.75
275 431 0.52
863 605 0.60
15 38 0.93
53 159 0.04
950 647 0.34
964 615 0.68
540 822 0.65
281 909 0.29
982 391 0.27
711 319 0.45
469 48 0.89
143 307 0.95
801 311 0.29
160 441 0.82
147 677 0.42
23 334 0.81
173 733 0.09
313 766 0.50
575 754 0.42
64 180 0.38
876 51 0.84
487 146 0.22
198 195 0.58
92 578 0.54
1 645 0.92
240 981 0.38
594 764 0.84
224 458 0.58
191 842 0.90
88 169 0.87
459 514 0.14
226 267 0.46
631 680 0.08
784 955 0.89
343 928 0.03
438 924 0.54
37 289 0.41
188 179 0.72
429 55 0.82
732 944 0.98
887 864 0.19
936 804 0.08
414 439 0.38
306 612 0.31
438 41 0.21
370 435 0.47
779 431 0.70
249 534 0.17
598 991 0.29
603 675 0.53
234 194 0.54
551 643 0.88
570 280 1.00
310 23 0.58
480 718 0.68
279 808 0.49
582 451 0.07
931 329 0.69
200 221 0.89
785 867 0.38
312 503 0.91
664 844 0.83
612 514 0.51
632 192 0.61
155 835 0.13
190 504 0.28
337 100 0.29
375 932 0.02
357 105 0.23
300 360 0.68
802 230 0.84
669 453 0.18
324 358 0.33
464 210 0.53
474 407 0.04
168 778 0.72
423 114 0.11
868 891 0.14
907 289 0.56
695 390 0.17
626 821 0.69
57 22 0.87
884 461 0.12
674 159 0.44
124 74 0.07
398 263 0.89
643 980 0.81
521 304 0.97
170 174 0.25
5 239 0.30
225 969 0.30
342 96 0.62
750 93 0.69
915 8 0.04
184 126 0.23
743 940 0.14
352 863 0.35
464 685 0.16
688 525 0.38
299 748 0.60
713 942 0.01
186 822 0.80
8 10 0.07
924 104 0.84
421 34 0.33
244 763 0.05
946 323 0.56
982 653 0.24
711 65 0.57
783 340 0.47
71 166 0.79
22 942 0.37
502 294 0.83
47 457 0.49
793 637 0.96
254 278 0.90
623 875 0.13
148 743 0.13
115 620 0.80
187 331 0.28
921 417 0.03
69 163 0.50
641 595 0.37
457 850 0.16
274 776 0.60
24 587 0.38
666 6 0.21
438 235 0.41
478 760 1.00
387 571 0.88
148 453 0.81
652 117 0.54
546 720 0.06
598 793 0.78
862 642 0.39
991 826 0.64
337 277 0.23
907 129 0.36
297 859 0.88
836 136 0.21
968 0 0.01
664 825 0.43
276 71 0.21
704 522 0.43
906 986 0.07
67 474 0.48
234 329 0.37
253 507 0.01
346 271 0.66
208 292 0.30
11 259 0.29
929 260 0.17
822 201 0.33
332 893 0.19
24 182 0.81
817 463 0.88
